applicant_id,age,employment_type,income_monthly,existing_emi,cibil_score,credit_utilization_pct,recent_dpd_30,inquiries_6m,active_trades,vintage_months,employment_stability_m,secured_mix_ratio,foir_now,pd_12m,default_12m
APL301046,37,Self-Employed,29933.54,0.0,662,52.8,0,3,6,1,23,0.19,0.0,0.65,0
APL301047,39,Self-Employed,59617.99,0.0,564,78.6,0,1,2,61,38,0.076,0.0,0.65,0
APL301048,25,Self-Employed,36783.82,9489.65,709,95.8,0,4,1,83,4,0.181,25.8,0.65,0
APL301049,21,Self-Employed,31996.75,0.0,854,60.6,0,0,4,119,13,0.334,0.0,0.3013,0
APL301050,25,Salaried,22666.33,0.0,774,56.3,0,0,3,26,6,0.447,0.0,0.4789,0
APL301051,27,Salaried,19710.59,0.0,750,52.8,0,0,4,89,0,0.292,0.0,0.4955,1
APL301052,36,Salaried,41708.65,16010.89,590,120.2,0,4,6,40,39,0.0,38.4,0.65,0
APL301053,29,Gig/Freelance,22900.66,0.0,673,92.2,0,0,2,53,5,0.338,0.0,0.65,1
APL301054,26,Salaried,30728.34,0.0,672,90.0,0,1,7,17,0,0.149,0.0,0.65,1
APL301055,28,Salaried,21501.49,0.0,648,90.7,0,0,4,66,13,0.157,0.0,0.65,1
APL301056,31,Student/Intern,57853.59,0.0,687,60.2,0,2,2,45,10,0.287,0.0,0.6331,1
APL301057,29,Gig/Freelance,22900.66,0.0,673,92.2,0,0,2,53,5,0.338,0.0,0.65,1
APL301058,32,Salaried,20949.97,7213.9,680,63.5,0,2,5,59,18,0.241,34.4,0.65,1
APL301059,39,Salaried,49499.84,0.0,661,61.4,0,2,5,74,39,0.235,0.0,0.6438,0
APL301060,37,Salaried,40737.82,15623.85,653,87.2,0,3,7,57,30,0.286,38.4,0.65,1
APL301061,31,Salaried,53573.94,5817.35,668,85.1,0,0,2,5,7,0.319,10.9,0.65,1
APL301062,31,Salaried,20213.68,4880.34,605,72.1,0,2,8,24,10,0.119,24.1,0.65,1
APL301063,48,Salaried,15434.15,0.0,731,71.7,0,4,4,67,66,0.272,0.0,0.6124,1
APL301064,29,Self-Employed,15752.47,0.0,774,78.8,0,0,6,56,20,0.43,0.0,0.5096,1
APL301065,21,Salaried,62002.03,0.0,786,88.1,0,3,5,47,0,0.22,0.0,0.5417,1
APL301066,24,Salaried,37361.86,14007.95,745,103.2,0,4,6,84,0,0.289,37.5,0.65,1
APL301067,40,Salaried,23130.8,0.0,770,71.8,0,3,3,86,26,0.363,0.0,0.5378,0
APL301068,32,Salaried,48201.63,12478.0,816,63.8,0,2,3,42,0,0.655,25.9,0.4705,0
APL301069,31,Self-Employed,122264.23,19735.41,733,112.5,0,1,1,71,0,0.283,16.1,0.65,0
APL301070,35,Gig/Freelance,17164.21,1117.24,723,81.9,0,1,2,106,10,0.221,6.5,0.6374,0
APL301071,30,Salaried,34657.89,8693.17,650,105.3,0,1,6,55,4,0.155,25.1,0.65,1
APL301072,21,Student/Intern,23567.16,0.0,687,74.3,0,3,6,79,8,0.249,0.0,0.65,0
APL301073,52,Salaried,26255.27,3237.43,646,95.3,0,3,3,80,47,0.446,12.3,0.65,1
APL301074,26,Self-Employed,21519.73,4169.23,746,76.3,0,2,4,52,0,0.249,19.4,0.6332,0
APL301075,37,Self-Employed,38282.33,7023.32,653,78.6,0,2,0,85,15,0.197,18.3,0.65,0
APL301076,40,Salaried,17842.82,0.0,566,99.6,0,3,0,61,27,0.0,0.0,0.65,0
APL301077,38,Salaried,18311.97,3280.56,649,84.0,0,0,2,67,15,0.0,17.9,0.65,0
APL301078,36,Salaried,14380.03,4231.27,803,79.9,0,0,4,58,6,0.331,29.4,0.5064,0
APL301079,43,Gig/Freelance,20644.07,0.0,820,49.6,0,1,6,62,12,0.616,0.0,0.3603,0
APL301080,28,Salaried,32134.87,8563.36,766,54.7,0,3,3,92,15,0.533,26.6,0.5261,0
APL301081,23,Self-Employed,58771.43,18151.09,604,109.4,0,2,4,49,15,0.0,30.9,0.65,1
APL301082,39,Self-Employed,59617.99,0.0,564,78.6,0,1,2,61,38,0.076,0.0,0.65,0
APL301083,31,Salaried,33251.82,0.0,696,77.9,0,0,6,73,19,0.143,0.0,0.6325,0
APL301084,28,Salaried,37335.34,0.0,722,77.8,0,0,4,100,0,0.277,0.0,0.5799,1
APL301085,40,Self-Employed,13428.06,0.0,609,89.1,0,3,8,60,40,0.187,0.0,0.65,0
APL301086,35,Gig/Freelance,17164.21,1117.24,723,81.9,0,1,2,106,10,0.221,6.5,0.6374,0
APL301087,37,Salaried,36730.52,0.0,661,74.1,0,0,5,83,2,0.272,0.0,0.65,1
APL301088,38,Salaried,18311.97,3280.56,649,84.0,0,0,2,67,15,0.0,17.9,0.65,0
APL301089,34,Student/Intern,32960.98,3244.89,827,39.9,0,3,7,94,4,0.576,9.8,0.3533,0
APL301090,30,Salaried,33993.76,7399.5,567,81.7,0,1,5,26,15,0.0,21.8,0.65,1
APL301091,46,Salaried,29518.56,1414.81,524,130.9,0,2,2,44,47,0.0,4.8,0.65,1
APL301092,25,Self-Employed,23200.14,0.0,601,91.1,0,2,5,33,0,0.11,0.0,0.65,0
APL301093,39,Salaried,52753.92,0.0,827,81.2,0,0,5,112,26,0.53,0.0,0.3421,1
APL301094,31,Salaried,43899.65,2871.21,682,91.7,0,2,3,48,1,0.422,6.5,0.65,1
APL301095,37,Self-Employed,76569.65,14757.21,647,98.0,0,1,3,33,25,0.098,19.3,0.65,1
APL301096,33,Salaried,74170.7,16349.99,730,70.3,1,1,4,74,19,0.303,22.0,0.65,0
APL301097,30,Salaried,15326.75,0.0,716,83.7,0,0,3,60,8,0.082,0.0,0.65,0
APL301098,27,Salaried,27084.43,0.0,583,108.9,0,1,9,84,10,0.055,0.0,0.65,0
APL301099,34,Salaried,21253.67,5974.23,737,100.6,0,3,6,99,19,0.277,28.1,0.65,1
APL301100,31,Gig/Freelance,35398.24,0.0,773,64.9,0,1,9,39,0,0.325,0.0,0.5009,0
APL301101,39,Salaried,16601.18,0.0,716,100.1,0,5,2,88,14,0.214,0.0,0.65,1
APL301102,32,Salaried,12000.0,0.0,866,64.9,0,0,3,106,3,0.65,0.0,0.3098,0
APL301103,41,Self-Employed,37175.24,2341.59,599,97.2,0,5,6,38,19,0.0,6.3,0.65,1
APL301104,37,Salaried,107839.43,19233.67,735,103.2,0,3,7,23,41,0.41,17.8,0.65,1
APL301105,38,Self-Employed,23048.2,0.0,756,79.4,0,1,6,5,26,0.28,0.0,0.5824,1
APL301106,29,Salaried,22106.04,3767.37,833,102.4,0,1,2,48,8,0.851,17.0,0.4901,0
APL301107,21,Salaried,38752.65,3531.53,654,85.0,0,1,1,30,0,0.129,9.1,0.65,1
APL301108,32,Gig/Freelance,19596.14,0.0,627,112.3,0,0,5,30,10,0.0,0.0,0.65,0
APL301109,37,Salaried,20909.27,0.0,719,79.1,0,1,5,97,15,0.283,0.0,0.6101,0
APL301110,29,Self-Employed,29870.16,0.0,796,73.0,0,3,0,71,8,0.537,0.0,0.5099,0
APL301111,38,Salaried,27216.21,8587.9,630,102.1,0,0,7,63,37,0.044,31.6,0.65,1
APL301112,21,Salaried,75416.94,14186.09,713,92.6,0,1,8,61,0,0.12,18.8,0.65,0
APL301113,38,Self-Employed,48019.66,0.0,788,100.2,0,0,7,66,22,0.352,0.0,0.4976,1
APL301114,27,Salaried,19313.08,0.0,604,88.1,0,0,2,2,22,0.037,0.0,0.65,1
APL301115,37,Student/Intern,22665.58,0.0,655,81.7,0,2,7,55,26,0.142,0.0,0.65,0
APL301116,21,Self-Employed,18549.56,4518.72,717,80.8,0,1,6,34,0,0.444,24.4,0.65,1
APL301117,22,Salaried,96360.0,19414.19,745,91.8,0,1,5,109,0,0.459,20.1,0.5919,0
APL301118,32,Salaried,24692.98,0.0,749,81.6,0,0,5,99,0,0.478,0.0,0.539,0
APL301119,34,Self-Employed,36134.41,0.0,762,87.1,0,0,3,92,18,0.761,0.0,0.4945,0
APL301120,28,Salaried,35591.92,0.0,746,76.9,0,1,2,76,33,0.548,0.0,0.5329,0
APL301121,30,Salaried,21220.07,3073.35,635,105.0,0,5,6,80,41,0.256,14.5,0.65,0
APL301122,29,Student/Intern,41903.81,0.0,655,82.9,0,1,5,1,23,0.106,0.0,0.65,0
APL301123,40,Salaried,22203.86,3139.11,665,79.7,0,1,6,80,28,0.267,14.1,0.65,0
APL301124,21,Self-Employed,18549.56,4518.72,717,80.8,0,1,6,34,0,0.444,24.4,0.65,1
APL301125,21,Self-Employed,17289.35,1855.38,595,81.0,0,2,2,27,24,0.077,10.7,0.65,1
APL301126,47,Self-Employed,25965.9,8323.95,601,99.7,0,2,2,51,35,0.219,32.1,0.65,0
APL301127,27,Salaried,17511.74,0.0,782,82.1,0,0,7,60,20,0.292,0.0,0.51,0
APL301128,32,Salaried,12000.0,0.0,866,64.9,0,0,3,106,3,0.65,0.0,0.3098,0
APL301129,33,Salaried,47614.75,8742.01,741,47.5,0,0,6,48,33,0.334,18.4,0.4944,0
APL301130,40,Salaried,17842.82,0.0,566,99.6,0,3,0,61,27,0.0,0.0,0.65,0
APL301131,35,Salaried,40253.09,0.0,639,87.5,0,3,4,49,18,0.377,0.0,0.65,0
APL301132,40,Salaried,26735.25,6017.15,806,62.6,0,0,2,96,30,0.711,22.5,0.3973,1
APL301133,26,Salaried,22590.35,0.0,676,90.0,0,1,5,68,0,0.142,0.0,0.65,1
APL301134,21,Self-Employed,45629.52,5611.4,731,69.5,0,1,6,62,0,0.211,12.3,0.597,0
APL301135,25,Salaried,41992.14,11345.04,655,75.2,0,0,3,51,14,0.14,27.0,0.65,1
APL301136,27,Self-Employed,29071.95,2824.63,734,70.3,0,0,4,74,6,0.47,9.7,0.559,0
APL301137,37,Salaried,42720.18,0.0,647,88.6,0,0,7,76,18,0.355,0.0,0.65,0
APL301138,32,Self-Employed,34977.09,3915.99,767,88.4,0,2,6,65,23,0.384,11.2,0.5725,0
APL301139,37,Salaried,20909.27,0.0,719,79.1,0,1,5,97,15,0.283,0.0,0.6101,0
APL301140,33,Self-Employed,51697.01,0.0,801,93.0,0,2,2,81,33,0.383,0.0,0.4842,1
APL301141,28,Self-Employed,35379.8,7165.52,860,82.7,0,1,7,70,0,0.625,20.3,0.3927,0
APL301142,30,Salaried,39362.19,0.0,722,70.6,0,1,5,45,14,0.331,0.0,0.5846,1
APL301143,34,Student/Intern,21434.34,0.0,684,64.5,0,1,4,75,24,0.295,0.0,0.6405,0
APL301144,36,Self-Employed,26174.41,4283.11,547,89.8,0,5,2,40,28,0.102,16.4,0.65,1
APL301145,35,Salaried,24765.49,6146.9,774,54.1,0,0,6,36,15,0.338,24.8,0.4879,0
APL301146,26,Self-Employed,120488.54,24602.76,666,109.7,0,0,6,55,10,0.405,20.4,0.65,1
APL301147,42,Salaried,34641.05,0.0,755,35.0,0,0,1,70,22,0.481,0.0,0.4181,0
APL301148,41,Gig/Freelance,81768.89,9844.24,697,78.1,0,0,5,75,18,0.28,12.0,0.6106,0
APL301149,30,Gig/Freelance,48486.17,8344.52,728,85.3,0,2,3,60,2,0.376,17.2,0.65,0
APL301150,34,Salaried,55038.11,0.0,665,83.9,1,1,2,40,22,0.381,0.0,0.65,1
APL301151,31,Gig/Freelance,29416.73,7437.96,651,70.4,0,4,5,73,15,0.0,25.3,0.65,1
APL301152,40,Salaried,52963.2,2648.9,768,81.9,0,1,7,20,30,0.345,5.0,0.5289,0
APL301153,25,Salaried,34412.97,944.21,585,76.2,0,4,7,15,1,0.061,2.7,0.65,1
APL301154,42,Salaried,44270.52,7510.98,793,78.3,0,0,2,75,33,0.422,17.0,0.4733,1
APL301155,37,Self-Employed,66317.11,8256.47,585,106.8,0,0,4,28,19,0.0,12.4,0.65,1
APL301156,37,Gig/Freelance,45090.01,14421.05,770,87.0,0,1,3,103,25,0.17,32.0,0.5912,0
APL301157,28,Student/Intern,64851.1,4136.27,827,74.9,1,1,4,86,11,0.423,6.4,0.5435,0
APL301158,40,Salaried,17842.82,0.0,566,99.6,0,3,0,61,27,0.0,0.0,0.65,0
APL301159,35,Gig/Freelance,26931.47,6022.42,712,86.9,0,1,3,57,16,0.308,22.4,0.65,0
APL301160,28,Student/Intern,20200.84,6376.43,661,71.4,0,0,3,56,0,0.073,31.6,0.65,1
APL301161,37,Salaried,39074.4,8311.45,789,83.5,0,3,3,72,16,0.277,21.3,0.5758,0
APL301162,44,Salaried,20452.2,981.08,763,78.2,0,0,3,61,35,0.668,4.8,0.5047,1
APL301163,34,Salaried,20623.88,0.0,728,74.3,0,1,8,80,34,0.463,0.0,0.5649,0
APL301164,21,Salaried,62002.03,0.0,786,88.1,0,3,5,47,0,0.22,0.0,0.5417,1
APL301165,38,Student/Intern,24413.37,3694.5,577,106.1,0,4,3,69,0,0.0,15.1,0.65,0
APL301166,44,Gig/Freelance,83028.73,19504.53,658,119.9,0,6,7,77,8,0.303,23.5,0.65,0
APL301167,28,Salaried,28705.78,0.0,671,90.4,0,3,6,47,4,0.169,0.0,0.65,1
APL301168,25,Salaried,41992.14,11345.04,655,75.2,0,0,3,51,14,0.14,27.0,0.65,1
APL301169,24,Salaried,52219.46,7733.81,618,133.4,0,0,6,34,16,0.0,14.8,0.65,0
APL301170,30,Self-Employed,23944.89,7164.52,650,104.1,0,3,7,31,0,0.011,29.9,0.65,0
APL301171,33,Salaried,42114.44,0.0,697,58.2,0,2,10,37,21,0.291,0.0,0.6121,1
APL301172,21,Self-Employed,18474.07,0.0,716,85.2,0,2,8,90,2,0.262,0.0,0.65,1
APL301173,26,Salaried,42064.17,15473.18,588,72.0,0,5,5,64,0,0.108,36.8,0.65,0
APL301174,28,Salaried,23123.64,8751.63,717,83.9,0,5,5,83,0,0.421,37.8,0.65,0
APL301175,32,Self-Employed,29008.24,5126.07,671,58.4,0,0,4,81,8,0.15,17.7,0.65,1
APL301176,32,Salaried,20949.97,7213.9,680,63.5,0,2,5,59,18,0.241,34.4,0.65,1
APL301177,43,Gig/Freelance,20644.07,0.0,820,49.6,0,1,6,62,12,0.616,0.0,0.3603,0
APL301178,38,Salaried,23687.72,0.0,761,54.4,0,2,4,57,18,0.354,0.0,0.5081,1
APL301179,33,Salaried,48477.97,11192.16,770,78.3,0,0,7,8,32,0.314,23.1,0.5539,1
APL301180,21,Gig/Freelance,65887.14,0.0,606,91.5,0,1,4,48,10,0.0,0.0,0.65,1
APL301181,28,Salaried,23176.3,0.0,737,84.4,0,4,4,49,0,0.284,0.0,0.65,1
APL301182,34,Student/Intern,27532.49,158.45,834,85.6,0,0,8,54,19,0.419,0.6,0.4112,0
APL301183,25,Self-Employed,38981.75,0.0,693,84.1,0,1,3,23,0,0.204,0.0,0.65,1
APL301184,43,Salaried,53279.75,12249.57,802,73.5,0,0,5,99,43,0.554,23.0,0.4144,0
APL301185,36,Salaried,31414.64,2932.5,736,89.0,0,2,2,77,17,0.439,9.3,0.6343,1
APL301186,24,Gig/Freelance,26782.43,0.0,619,49.6,0,3,6,21,0,0.101,0.0,0.65,1
APL301187,29,Salaried,42080.04,0.0,785,73.5,0,2,3,139,0,0.375,0.0,0.4668,0
APL301188,22,Self-Employed,44171.5,0.0,540,82.8,0,7,3,63,0,0.07,0.0,0.65,1
APL301189,21,Self-Employed,19295.93,0.0,714,58.0,0,1,2,27,15,0.126,0.0,0.6287,1
APL301190,30,Salaried,16620.82,12052.77,701,90.4,0,1,5,94,0,0.39,72.5,0.65,1
APL301191,33,Salaried,25362.94,1459.05,677,75.2,0,3,3,13,10,0.348,5.8,0.65,1
APL301192,26,Gig/Freelance,34976.52,4079.23,631,83.6,0,0,4,22,9,0.044,11.7,0.65,0
APL301193,33,Self-Employed,71159.71,9801.28,667,78.0,0,4,8,45,5,0.028,13.8,0.65,1
APL301194,31,Salaried,73701.15,7142.21,703,95.9,0,2,5,48,10,0.331,9.7,0.65,1
APL301195,36,Salaried,17883.94,0.0,699,91.4,0,0,10,86,26,0.351,0.0,0.65,1
APL301196,39,Gig/Freelance,25594.01,3413.17,730,75.9,0,1,7,70,8,0.488,13.3,0.5979,0
APL301197,30,Self-Employed,23944.89,7164.52,650,104.1,0,3,7,31,0,0.011,29.9,0.65,0
APL301198,30,Salaried,21007.06,7291.7,722,73.2,0,6,7,54,7,0.284,34.7,0.65,1
APL301199,35,Salaried,12000.0,2367.86,709,68.2,0,1,7,34,21,0.424,19.7,0.6379,0
APL301200,33,Student/Intern,32874.14,10403.85,629,80.9,0,2,4,51,10,0.195,31.6,0.65,0
APL301201,24,Self-Employed,32621.09,10270.91,709,99.1,0,3,3,49,12,0.192,31.5,0.65,0
APL301202,21,Salaried,33723.43,0.0,627,77.8,0,1,4,35,0,0.168,0.0,0.65,1
APL301203,26,Salaried,16218.83,0.0,603,69.2,0,3,6,70,4,0.0,0.0,0.65,0
APL301204,46,Salaried,27564.33,14753.88,807,101.7,0,0,3,78,20,0.408,53.5,0.5683,0
APL301205,36,Self-Employed,82142.83,0.0,605,77.8,1,0,5,79,19,0.055,0.0,0.65,1
APL301206,32,Salaried,25170.24,6890.53,773,69.5,0,1,4,79,0,0.445,27.4,0.5356,0
APL301207,30,Self-Employed,17709.88,0.0,599,86.1,0,2,8,61,3,0.162,0.0,0.65,1
APL301208,31,Salaried,59259.58,0.0,589,73.5,0,3,4,48,0,0.002,0.0,0.65,1
APL301209,40,Self-Employed,34306.59,0.0,688,74.7,0,0,4,93,21,0.249,0.0,0.6233,1
APL301210,37,Salaried,36161.04,0.0,736,68.0,0,2,4,100,19,0.31,0.0,0.5511,1
APL301211,28,Salaried,74413.4,11958.28,702,85.4,0,0,6,85,2,0.199,16.1,0.65,1
APL301212,40,Salaried,12000.0,0.0,720,102.2,0,2,4,77,23,0.345,0.0,0.65,1
APL301213,36,Salaried,41708.65,16010.89,590,120.2,0,4,6,40,39,0.0,38.4,0.65,0
APL301214,32,Salaried,12000.0,1980.64,576,100.5,0,4,1,43,25,0.019,16.5,0.65,0
APL301215,34,Student/Intern,21434.34,0.0,684,64.5,0,1,4,75,24,0.295,0.0,0.6405,0
APL301216,47,Salaried,60239.76,8882.53,710,67.0,1,4,7,95,39,0.448,14.7,0.65,0
APL301217,29,Salaried,44402.1,1742.29,663,80.5,0,1,3,45,14,0.11,3.9,0.65,0
APL301218,39,Self-Employed,18575.56,3035.84,780,64.6,0,1,9,62,11,0.322,16.3,0.5046,0
APL301219,33,Salaried,74170.7,16349.99,730,70.3,1,1,4,74,19,0.303,22.0,0.65,0
APL301220,32,Self-Employed,92114.04,14439.82,670,62.5,0,2,6,61,24,0.254,15.7,0.65,0
APL301221,37,Gig/Freelance,43084.5,0.0,775,76.4,0,0,6,87,18,0.481,0.0,0.45,1
APL301222,26,Salaried,72993.86,0.0,696,77.0,0,0,5,58,17,0.25,0.0,0.584,1
APL301223,36,Student/Intern,29863.02,3004.51,692,110.7,1,0,5,54,10,0.27,10.1,0.65,0
APL301224,46,Salaried,16301.2,4264.06,600,123.9,0,3,7,61,23,0.108,26.2,0.65,1
APL301225,25,Salaried,19696.52,0.0,703,103.7,0,0,4,80,12,0.182,0.0,0.65,1
APL301226,32,Gig/Freelance,12029.13,5411.11,616,116.9,0,2,6,53,14,0.0,45.0,0.65,1
APL301227,37,Gig/Freelance,45090.01,14421.05,770,87.0,0,1,3,103,25,0.17,32.0,0.5912,0
APL301228,42,Self-Employed,17756.65,0.0,788,87.0,0,0,6,91,29,0.387,0.0,0.482,0
APL301229,35,Self-Employed,17256.73,0.0,763,85.5,0,1,4,99,12,0.401,0.0,0.5527,0
APL301230,39,Salaried,35702.63,1011.27,725,105.6,0,0,2,77,13,0.265,2.8,0.65,1
APL301231,39,Gig/Freelance,41684.99,0.0,722,56.0,0,2,6,70,28,0.098,0.0,0.5578,0
APL301232,28,Self-Employed,35379.8,7165.52,860,82.7,0,1,7,70,0,0.625,20.3,0.3927,0
APL301233,24,Gig/Freelance,45833.62,4860.54,630,109.8,0,2,4,41,1,0.0,10.6,0.65,0
APL301234,27,Salaried,21354.37,4303.69,654,111.2,0,4,6,69,8,0.213,20.2,0.65,1
APL301235,22,Salaried,96360.0,19414.19,745,91.8,0,1,5,109,0,0.459,20.1,0.5919,0
APL301236,45,Salaried,12000.0,6399.8,703,92.3,0,2,3,27,41,0.241,53.3,0.65,1
APL301237,39,Self-Employed,28841.71,0.0,792,81.1,0,1,4,75,21,0.544,0.0,0.4712,1
APL301238,35,Gig/Freelance,18842.84,855.68,662,70.7,0,0,3,31,14,0.236,4.5,0.65,1
APL301239,26,Salaried,38842.98,5066.96,618,108.8,0,3,2,59,7,0.0,13.0,0.65,1
APL301240,34,Gig/Freelance,13155.26,2791.29,771,89.5,0,0,0,76,15,0.314,21.2,0.5854,0
APL301241,25,Self-Employed,36783.82,9489.65,709,95.8,0,4,1,83,4,0.181,25.8,0.65,0
APL301242,35,Salaried,49613.18,4184.66,688,77.4,0,1,2,71,8,0.055,8.4,0.65,1
APL301243,27,Salaried,14750.32,0.0,619,115.0,0,0,7,23,3,0.011,0.0,0.65,0
APL301244,40,Self-Employed,16368.7,0.0,745,98.5,0,2,5,44,20,0.433,0.0,0.6453,0
APL301245,28,Salaried,36152.23,0.0,795,83.1,0,1,3,68,12,0.329,0.0,0.4931,0
APL301246,44,Self-Employed,12085.33,0.0,611,84.2,0,2,8,18,31,0.138,0.0,0.65,0
APL301247,37,Self-Employed,44005.49,5528.05,654,74.5,0,2,3,1,17,0.264,12.6,0.65,1
APL301248,32,Salaried,12000.0,0.0,866,64.9,0,0,3,106,3,0.65,0.0,0.3098,0
APL301249,41,Salaried,31168.08,1801.44,680,91.1,0,2,4,89,35,0.232,5.8,0.65,1
APL301250,31,Student/Intern,21788.71,0.0,813,98.0,0,0,6,78,13,0.416,0.0,0.4771,1
APL301251,41,Salaried,32048.01,0.0,725,88.3,0,1,2,105,23,0.394,0.0,0.6055,1
APL301252,30,Salaried,34657.89,8693.17,650,105.3,0,1,6,55,4,0.155,25.1,0.65,1
APL301253,27,Self-Employed,23469.84,8254.02,713,106.5,0,0,6,77,18,0.344,35.2,0.65,1
APL301254,29,Salaried,22303.65,10371.77,778,89.6,0,2,4,61,19,0.343,46.5,0.6159,1
APL301255,36,Salaried,22800.49,0.0,661,93.2,0,5,6,64,28,0.159,0.0,0.65,1
APL301256,26,Salaried,84601.27,0.0,620,65.2,0,3,4,47,0,0.0,0.0,0.65,1
APL301257,28,Salaried,28705.78,0.0,671,90.4,0,3,6,47,4,0.169,0.0,0.65,1
APL301258,40,Self-Employed,13362.45,2221.8,757,73.5,0,1,5,92,25,0.478,16.6,0.5323,0
APL301259,30,Salaried,79735.29,19301.61,724,118.3,0,3,5,88,14,0.144,24.2,0.65,0
APL301260,29,Self-Employed,64703.4,8458.88,685,71.1,0,0,7,49,13,0.103,13.1,0.65,1
APL301261,21,Salaried,57793.85,8833.23,736,94.1,0,0,4,54,4,0.237,15.3,0.635,0
APL301262,31,Salaried,21857.73,0.0,771,60.2,0,0,7,63,15,0.126,0.0,0.4837,1
APL301263,36,Gig/Freelance,51184.29,0.0,652,87.3,0,3,3,96,20,0.204,0.0,0.65,0
APL301264,32,Gig/Freelance,29629.34,0.0,692,102.4,0,1,5,30,11,0.204,0.0,0.65,1
APL301265,24,Salaried,52219.46,7733.81,618,133.4,0,0,6,34,16,0.0,14.8,0.65,0
APL301266,32,Salaried,25170.24,6890.53,773,69.5,0,1,4,79,0,0.445,27.4,0.5356,0
APL301267,34,Salaried,44425.4,6735.54,579,110.5,0,1,8,27,27,0.0,15.2,0.65,1
APL301268,41,Gig/Freelance,81768.89,9844.24,697,78.1,0,0,5,75,18,0.28,12.0,0.6106,0
APL301269,31,Salaried,51214.52,0.0,728,87.2,0,1,3,48,12,0.336,0.0,0.6095,1
APL301270,41,Salaried,34164.27,9217.56,807,65.2,0,0,6,84,24,0.54,27.0,0.4164,0
APL301271,36,Salaried,41431.26,8714.9,624,97.9,0,0,2,65,40,0.142,21.0,0.65,1
APL301272,38,Salaried,18311.97,3280.56,649,84.0,0,0,2,67,15,0.0,17.9,0.65,0
APL301273,28,Salaried,17149.24,8833.24,730,93.8,0,1,6,79,7,0.287,51.5,0.65,1
APL301274,35,Student/Intern,21967.15,0.0,762,77.0,0,2,5,80,22,0.42,0.0,0.5405,0
APL301275,42,Salaried,31986.26,4608.3,782,93.8,0,0,7,90,13,0.284,14.4,0.535,0
APL301276,25,Student/Intern,64162.26,0.0,734,76.3,0,0,4,49,5,0.32,0.0,0.5407,1
APL301277,32,Gig/Freelance,19596.14,0.0,627,112.3,0,0,5,30,10,0.0,0.0,0.65,0
APL301278,29,Gig/Freelance,33044.07,8763.9,719,96.0,0,0,6,65,10,0.118,26.5,0.65,0
APL301279,30,Salaried,20591.73,5048.19,758,67.9,0,2,5,87,0,0.146,24.5,0.5845,1
APL301280,21,Salaried,17990.09,1112.4,794,50.8,0,2,3,108,0,0.383,6.2,0.4451,0
APL301281,31,Salaried,12000.0,5415.51,721,56.9,0,1,2,43,10,0.335,45.1,0.6299,1
APL301282,36,Salaried,30582.31,11264.61,734,94.0,0,0,5,68,43,0.346,36.8,0.635,1
APL301283,21,Gig/Freelance,27154.66,5690.65,645,98.1,0,0,2,59,8,0.409,21.0,0.65,1
APL301284,28,Self-Employed,16055.47,0.0,795,48.6,0,1,7,68,10,0.337,0.0,0.4235,0
APL301285,34,Student/Intern,12000.0,0.0,900,85.1,0,1,2,88,8,0.773,0.0,0.318,0
APL301286,26,Salaried,16252.09,0.0,597,85.6,0,1,8,49,22,0.094,0.0,0.65,1
APL301287,23,Self-Employed,81514.1,0.0,799,66.1,0,0,2,90,0,0.244,0.0,0.3811,0
APL301288,32,Self-Employed,49699.07,5956.14,618,105.2,0,2,5,44,17,0.155,12.0,0.65,0
APL301289,29,Salaried,39405.93,3425.59,645,77.2,0,2,4,57,10,0.407,8.7,0.65,0
APL301290,26,Salaried,41281.36,17578.71,808,118.9,0,0,8,49,0,0.547,42.6,0.614,1
APL301291,39,Salaried,76902.76,0.0,646,69.3,0,1,8,39,14,0.181,0.0,0.65,1
APL301292,22,Self-Employed,89287.92,0.0,754,91.0,0,1,2,89,0,0.456,0.0,0.5122,0
APL301293,36,Gig/Freelance,76530.44,17031.19,566,91.1,0,1,5,26,22,0.0,22.3,0.65,1
APL301294,31,Gig/Freelance,37347.51,15799.33,682,106.7,0,3,2,66,0,0.237,42.3,0.65,1
APL301295,28,Salaried,21501.49,0.0,648,90.7,0,0,4,66,13,0.157,0.0,0.65,1
APL301296,21,Salaried,48595.93,0.0,733,77.2,0,5,9,88,0,0.383,0.0,0.6237,1
APL301297,34,Salaried,15424.24,7274.29,847,78.9,0,1,6,86,28,0.462,47.2,0.4138,1
APL301298,39,Salaried,44365.33,12178.83,790,75.2,0,1,5,64,39,0.569,27.5,0.4865,1
APL301299,25,Salaried,62316.82,0.0,625,101.1,0,2,2,39,2,0.242,0.0,0.65,0
APL301300,46,Salaried,14639.26,0.0,757,64.2,0,3,6,89,47,0.452,0.0,0.5183,0
APL301301,48,Salaried,15434.15,0.0,731,71.7,0,4,4,67,66,0.272,0.0,0.6124,1
APL301302,44,Salaried,23492.66,0.0,788,80.4,0,3,2,87,34,0.276,0.0,0.5324,0
APL301303,37,Gig/Freelance,44028.62,13321.02,744,75.8,0,0,6,74,15,0.163,30.3,0.5993,1
APL301304,22,Gig/Freelance,35202.24,0.0,686,78.3,0,2,4,16,0,0.159,0.0,0.65,1
APL301305,43,Salaried,27660.37,0.0,697,75.2,0,1,10,94,35,0.592,0.0,0.5944,1
APL301306,40,Salaried,12028.64,9223.62,798,52.0,0,1,6,81,19,0.66,76.7,0.4401,0
